序號	書中頁碼	圖上頁碼	地圖編號	地圖名稱	分冊信息	收錄圖冊	圖番（請求圖番）	收錄圖域	所載索引圖	地區	攝影時間	測圖、測量時間	測圖時間2（製版）	測圖者	修正時間	縮圖時間	製圖時間	製版時間	製版者	製印時間	印刷時間	複製時間	複製者	調製時間	調製者	發行時間	發行者	比例尺	ps	WKT
3487	426		C3487	長陵集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州106號		河南省索引圖1	河南省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.001559 32.296922,115.001559 32.460569,115.250576 32.460569,115.250576 32.296922,115.001559 32.296922))
3488	426		C3488	潢川縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州107號		河南省索引圖1	河南省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.001874 32.132297,115.001874 32.297265,115.250599 32.297265,115.250599 32.132297,115.001874 32.132297))
3489	426		C3489	亞港	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州108號		河南省索引圖1	河南省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.001015 31.970793,115.001015 32.132736,115.25035 32.132736,115.25035 31.970793,115.001015 31.970793))
3490	426		C3490	雙柳樹	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州109號		河南省索引圖1	河南省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.001404 31.808465,115.001404 31.971772,115.250507 31.971772,115.250507 31.808465,115.001404 31.808465))
3491	427		C3491	沙窩	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州110號		河南省索引圖1	河南省		中華民國26年														昭和14年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.001494 31.645178,115.001494 31.809018,115.251202 31.809018,115.251202 31.645178,115.001494 31.645178))
3492	427		C3492	大鹿山	第一冊	中國大陸五萬分之一地圖集成	玉環縣近傍第3號		浙江省索引圖1	浙江省		中華民國10年						昭和13年（昭和14年改版）									浙江陸軍測量局	1:50000		POLYGON((121.290629 28.013012,121.290629 28.173392,121.549662 28.173392,121.549662 28.013012,121.290629 28.013012))
3493	427		C3493	金鎮衛城	第一冊	中國大陸五萬分之一地圖集成	平陽縣近傍第4號		浙江省索引圖1	浙江省		中華民國11年				中華民國16年6月縮繪		中華民國16年6月									浙江陸軍測量局	1:50000		POLYGON((120.576784 27.350056,120.576784 27.520888,120.818198 27.520888,120.818198 27.350056,120.576784 27.350056))
3494	427		C3494	大順市	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧2號		浙江省索引圖1	浙江省		中華民國16年				中華民國17年7月縮繪		中華民國22年8月								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((119.857751 28.01196,119.857751 28.174487,120.099519 28.174487,120.099519 28.01196,119.857751 28.01196))
3495	427		C3495	南田市	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧3號		浙江省索引圖1	浙江省		中華民國17年						昭和15年								昭和18年3月	陸地測量部/參謀本部	1:50000		POLYGON((119.859471 27.847275,119.859471 28.013542,120.098364 28.013542,120.098364 27.847275,119.859471 27.847275))
3496	427		C3496	大嶨街	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧4號		浙江省索引圖1	浙江省		中華民國16年						昭和18年								昭和18年2月	陸地測量部/參謀本部	1:50000		POLYGON((119.859516 27.68176,119.859516 27.847836,120.098473 27.847836,120.098473 27.68176,119.859516 27.68176))
3497	427		C3497	三溪街	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧5號		浙江省索引圖1	浙江省		中華民國16年						昭和18年								昭和18年2月	陸地測量部/參謀本部	1:50000		POLYGON((119.859031 27.51996,119.859031 27.682219,120.098672 27.682219,120.098672 27.51996,119.859031 27.51996))
3498	427		C3498	南溪橋	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧6號		浙江省索引圖1	浙江省		中華民國16年						昭和18年								昭和18年3月	陸地測量部/參謀本部	1:50000		POLYGON((119.859427 27.350554,119.859427 27.520388,120.098784 27.520388,120.098784 27.350554,119.859427 27.350554))
3499	427		C3499	仕洋	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧7號		浙江省索引圖1	浙江省		中華民國16年						昭和18年								昭和18年3月	陸地測量部/參謀本部	1:50000		POLYGON((119.859039 27.188604,119.859039 27.351135,120.098711 27.351135,120.098711 27.188604,119.859039 27.188604))
3500	427		C3500	大港頭	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧11號		浙江省索引圖1	浙江省		中華民國15年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((119.62081 28.172369,119.62081 28.335049,119.860788 28.335049,119.860788 28.172369,119.62081 28.172369))
3501	428		C3501	渤海	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧12號		浙江省索引圖1	浙江省		中華民國18年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((119.621678 28.012875,119.621678 28.173261,119.859911 28.173261,119.859911 28.012875,119.621678 28.012875))
3502	428		C3502	泰順縣城	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧15號		浙江省索引圖1	浙江省		中華民國16年						昭和18年								昭和18年2月	陸地測量部/參謀本部	1:50000		POLYGON((119.621067 27.519734,119.621067 27.682011,119.860039 27.682011,119.860039 27.519734,119.621067 27.519734))
3503	428		C3503	洲濱村	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧16號		浙江省索引圖1	浙江省		中華民國16年						昭和18年								昭和18年4月	陸地測量部/參謀本部	1:50000		POLYGON((119.621242 27.350475,119.621242 27.52041,119.860235 27.52041,119.860235 27.350475,119.621242 27.350475))
3504	428		C3504	亀伏街	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧17號		浙江省索引圖1	浙江省		中華民國17年						昭和18年								昭和18年3月	陸地測量部/參謀本部	1:50000		POLYGON((119.621635 27.188759,119.621635 27.351055,119.859866 27.351055,119.859866 27.188759,119.621635 27.188759))
3505	428		C3505	石倉源	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧21號		浙江省索引圖1	浙江省		中華民國15年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((119.389262 28.172942,119.389262 28.335163,119.622151 28.335163,119.622151 28.172942,119.389262 28.172942))
3506	428		C3506	雲和縣治	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧22號		浙江省索引圖1	浙江省		中華民國18年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((119.389281 28.012818,119.389281 28.173263,119.622212 28.173263,119.622212 28.012818,119.389281 28.012818))
3507	428		C3507	景寧縣治	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧23號		浙江省索引圖1	浙江省		中華民國18年						昭和18年								昭和18年4月	陸地測量部/參謀本部	1:50000		POLYGON((119.389407 27.846828,119.389407 28.013426,119.622428 28.013426,119.622428 27.846828,119.389407 27.846828))
3508	428		C3508	沙灣市	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧24號		浙江省索引圖1	浙江省		中華民國18年						昭和18年								昭和18年2月	陸地測量部/參謀本部	1:50000		POLYGON((119.389265 27.681524,119.389265 27.847702,119.621959 27.847702,119.621959 27.681524,119.389265 27.681524))
3509	428		C3509	官塘村	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧25號		浙江省索引圖1	浙江省		中華民國20年						昭和18年								昭和18年2月	陸地測量部/參謀本部	1:50000		POLYGON((119.388478 27.498417,119.388478 27.682086,119.62194 27.682086,119.62194 27.498417,119.388478 27.498417))
3510	428		C3510	楓坪	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧31號		浙江省索引圖1	浙江省		中華民國15年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((119.148011 28.172603,119.148011 28.335125,119.390165 28.335125,119.390165 28.172603,119.148011 28.172603))
3511	429		C3511	道太	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧32號		浙江省索引圖1	浙江省		中華民國18年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((119.148606 28.012932,119.148606 28.173561,119.389968 28.173561,119.389968 28.012932,119.148606 28.012932))
3512	429		C3512	蛟墟	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧33號		浙江省索引圖1	浙江省		中華民國16年						昭和18年								昭和18年2月	陸地測量部/參謀本部	1:50000		POLYGON((119.148674 27.847193,119.148674 28.01343,119.390166 28.01343,119.390166 27.847193,119.148674 27.847193))
3513	429		C3513	蛤湖村	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧34號		浙江省索引圖1	浙江省		中華民國20年						昭和18年								昭和18年4月	陸地測量部/參謀本部	1:50000		POLYGON((119.148409 27.681699,119.148409 27.847819,119.390362 27.847819,119.390362 27.681699,119.148409 27.681699))
3514	429		C3514	荷地	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧35號		浙江省索引圖1	浙江省		中華民國20年						昭和18年								昭和18年4月	陸地測量部/參謀本部	1:50000		POLYGON((119.14876 27.520055,119.14876 27.682334,119.390077 27.682334,119.390077 27.520055,119.14876 27.520055))
3515	429		C3515	東溪村	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧36號		浙江省索引圖1	浙江省		中華民國21年						昭和18年								昭和18年4月	陸地測量部/參謀本部	1:50000		POLYGON((119.148605 27.350713,119.148605 27.52023,119.390278 27.52023,119.390278 27.350713,119.148605 27.350713))
3516	429		C3516	鄭莊	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧41號		浙江省索引圖1	浙江省		中華民國10年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((118.91587 28.172356,118.91587 28.335654,119.149962 28.335654,119.149962 28.172356,118.91587 28.172356))
3517	429		C3517	龍泉縣治	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧42號		浙江省索引圖1	浙江省		中華民國18年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((118.916576 28.012968,118.916576 28.173243,119.14917 28.173243,119.14917 28.012968,118.916576 28.012968))
3518	429		C3518	查田市	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧43號		浙江省索引圖1	浙江省		中華民國21年						昭和18年								昭和18年2月	陸地測量部/參謀本部	1:50000		POLYGON((118.91617 27.846712,118.91617 28.014222,119.149702 28.014222,119.149702 27.846712,118.91617 27.846712))
3519	429		C3519	小梅鎮	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧44號		浙江省索引圖1	浙江省		中華民國21年						昭和18年								昭和18年4月	陸地測量部/參謀本部	1:50000		POLYGON((118.916087 27.681232,118.916087 27.847933,119.14989 27.847933,119.14989 27.681232,118.916087 27.681232))
3520	429		C3520	慶元縣城	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧45號		浙江省索引圖1	浙江省		中華民國20年						昭和18年								昭和18年3月	陸地測量部/參謀本部	1:50000		POLYGON((118.916173 27.519501,118.916173 27.682319,119.149042 27.682319,119.149042 27.519501,118.916173 27.519501))
3521	430		C3521	舉溪市	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧46號		浙江省索引圖1	浙江省		中華民國20年						昭和18年								昭和18年3月	陸地測量部/參謀本部	1:50000		POLYGON((118.916 27.350475,118.916 27.520469,119.149362 27.520469,119.149362 27.350475,118.916 27.350475))
3522	430		C3522	王家村	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧61號其1		浙江省索引圖3、福建省索引圖2、江西省索引圖1	浙江省、福建省、江西省		中華民國26年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((118.335214 28.166687,118.335214 28.333847,118.564358 28.333847,118.564358 28.166687,118.335214 28.166687))
3523	430		C3523	二十四都	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧71號其1		福建省索引圖2、江西省索引圖1	福建省、江西省		中華民國26年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((118.107144 28.166512,118.107144 28.333922,118.335932 28.333922,118.335932 28.166512,118.107144 28.166512))
3524	430		C3524	燈盞塘	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧72號		江西省索引圖1	江西省		中華民國26年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((118.106871 27.999303,118.106871 28.167095,118.336188 28.167095,118.336188 27.999303,118.106871 27.999303))
3525	430		C3525	上瀘坂	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧81號		江西省索引圖1	江西省		中華民國26年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.879704 28.166355,117.879704 28.333845,118.107838 28.333845,118.107838 28.166355,117.879704 28.166355))
3526	430		C3526	甘溪	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧82號		江西省索引圖1	江西省		中華民國26年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.879939 27.99979,117.879939 28.166785,118.107752 28.166785,118.107752 27.99979,117.879939 27.99979))
3527	430		C3527	鉛山縣	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧91號		江西省索引圖1	江西省		中華民國26年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.645572 28.166451,117.645572 28.333554,117.880829 28.333554,117.880829 28.166451,117.645572 28.166451))
3528	430		C3528	石塘	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖建寧92號		江西省索引圖1	江西省		中華民國26年						昭和15年								昭和15年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.644782 27.99985,117.644782 28.167788,117.881068 28.167788,117.881068 27.99985,117.644782 27.99985))
